strain	depth	abs_err	rel_err	mean_input	n_obs	n_private
NIC262	10	0.000591892594156296	0.188157010008141	0.00659083164214389	30	227
NIC262	5	0.000822321307218757	0.223738516840672	0.00659083164214389	30	227
NIC262	3	0.000852868677851473	0.209527890675845	0.00659083164214389	30	227
NIC262	1	0.00184710231989249	0.459741078364782	0.00659083164214389	30	227
NIC265	500	6.37526724406264e-05	0.0116903125769141	0.00634655804871802	60	528
NIC265	100	0.000163818065200951	0.0289855331405715	0.00634655804871802	60	528
NIC265	50	0.000236649044968726	0.0405067574684279	0.00634655804871802	60	528
NIC265	30	0.000288248883291742	0.0504781645124824	0.00634655804871802	60	528
NIC265	10	0.000490301461732195	0.0945997784972455	0.00634655804871802	60	528
NIC265	5	0.00068065451705796	0.117390395776189	0.00634655804871802	60	528
NIC265	3	0.000819823815397701	0.140737755730791	0.00634655804871802	60	528
NIC265	1	0.00130483972247337	0.227931368601649	0.00634655804871802	60	528
NIC266	500	6.27979956895108e-05	0.0134116652390162	0.00521988316578709	50	562
NIC266	100	0.00015832854875605	0.0347052436143647	0.00521988316578709	50	562
NIC266	50	0.000261257598692476	0.0611713604042391	0.00521988316578709	50	562
NIC266	30	0.000307552188427576	0.0618450611516818	0.00521988316578709	50	562
NIC266	10	0.000490541979562572	0.103629923596296	0.00521988316578709	50	562
NIC266	5	0.000687782596157808	0.157471139093128	0.00521988316578709	50	562
NIC266	3	0.000988379182779316	0.238553588161851	0.00521988316578709	50	562
NIC266	1	0.00142639850924725	0.307811462106812	0.00521988316578709	50	562
NIC267	500	0.000129211561622823	0.0243160892867686	0.0055576560986688	60	454
NIC267	100	0.000234317378172562	0.0459327682953961	0.0055576560986688	60	454
NIC267	50	0.00033522781468057	0.0658537554132841	0.0055576560986688	60	454
NIC267	30	0.000421682439995273	0.0829361528358432	0.0055576560986688	60	454
NIC267	10	0.000805831801373526	0.157101956231181	0.0055576560986688	60	454
NIC267	5	0.000948034734244008	0.185756411164536	0.0055576560986688	60	454
NIC267	3	0.00142132298101064	0.263759019496826	0.0055576560986688	60	454
NIC267	1	0.0022445606908745	0.432915148267677	0.0055576560986688	60	454
NIC268	500	5.18081658296559e-05	0.00669074780174241	0.00840807747544911	60	4221
NIC268	100	0.000113989466817528	0.0158048286119067	0.00840807747544911	60	4221
NIC268	50	0.000169740105569737	0.0221367204691555	0.00840807747544911	60	4221
NIC268	30	0.000207298033328144	0.0253696447004852	0.00840807747544911	60	4221
NIC268	10	0.000362510114449321	0.0448899374619311	0.00840807747544911	60	4221
NIC268	5	0.000631962069760167	0.0809783190580901	0.00840807747544911	60	4221
NIC268	3	0.000790026039840626	0.104336647741297	0.00840807747544911	60	4221
NIC268	1	0.00108921073111455	0.141146728866078	0.00840807747544911	60	4221
NIC269	500	9.01506598738477e-05	0.0205667926234559	0.00508811969814624	50	496
NIC269	100	0.000227533302292201	0.0528454612809618	0.00508811969814624	50	496
NIC269	50	0.000315295876647975	0.0717070386297825	0.00508811969814624	50	496
NIC269	30	0.000366136809697692	0.0823228019184857	0.00508811969814624	50	496
NIC269	10	0.000727598181460128	0.16569855019369	0.00508811969814624	50	496
NIC269	5	0.000934715342144875	0.201746342780938	0.00508811969814624	50	496
NIC269	3	0.00117867987140279	0.249964044801454	0.00508811969814624	50	496
NIC269	1	0.00203223022275501	0.466959881298212	0.00508811969814624	50	496
NIC271	500	0.000130016372017887	0.0196435128287208	0.0066522640490797	50	111
NIC271	100	0.000197153522826504	0.0302871920227494	0.0066522640490797	50	111
NIC271	50	0.00046715496807033	0.0713537319588202	0.0066522640490797	50	111
NIC271	30	0.000569159056922992	0.0861613000828522	0.0066522640490797	50	111
NIC271	10	0.000779977337359396	0.119660454134243	0.0066522640490797	50	111
NIC271	5	0.0014519129633117	0.221449146643695	0.0066522640490797	50	111
NIC271	3	0.00202123799698241	0.304538496863721	0.0066522640490797	50	111
NIC271	1	0.00255351464212376	0.38786645472567	0.0066522640490797	50	111
NIC272	500	0.000105607060716234	0.0174293057157434	0.00602930213508643	60	420
NIC272	100	0.000171704005005957	0.0284648151022557	0.00602930213508643	60	420
NIC272	50	0.000282952307525368	0.0469723267221903	0.00602930213508643	60	420
NIC272	30	0.000291224152915465	0.0485204666637975	0.00602930213508643	60	420
NIC272	10	0.000635356451470264	0.105794311010376	0.00602930213508643	60	420
NIC272	5	0.000774766049793125	0.12906685527149	0.00602930213508643	60	420
NIC272	3	0.00123477477870763	0.20350124157	0.00602930213508643	60	420
NIC272	1	0.002116631349442	0.355522163484748	0.00602930213508643	60	420
NIC274	500	0.000106556785282948	0.0292785345308156	0.00865890052243472	50	502
NIC274	100	0.000213447273246942	0.0586151840529223	0.00865890052243472	50	502
NIC274	50	0.000303847027232202	0.0844104232926118	0.00865890052243472	50	502
NIC274	30	0.000348919405421049	0.0899302921855788	0.00865890052243472	50	502
NIC274	10	0.000644391050792945	0.175499150117384	0.00865890052243472	50	502
NIC274	5	0.000759165084030109	0.200462242579175	0.00865890052243472	50	502
NIC274	3	0.001159314437518	0.289807423515146	0.00865890052243472	50	502
NIC274	1	0.00196734642696765	0.397018602969735	0.00865890052243472	50	502
NIC275	500	0.000126693932348794	0.041388724436405	0.00659378000834939	50	532
NIC275	100	0.000221008643019155	0.094271151507382	0.00659378000834939	50	532
NIC275	50	0.000342369881072097	0.0975433039255809	0.00659378000834939	50	532
NIC275	30	0.000513328004426457	0.172819357790684	0.00659378000834939	50	532
NIC275	10	0.000662208955499094	0.192862803382881	0.00659378000834939	50	532
NIC275	5	0.0010403899082868	0.24388100314146	0.00659378000834939	50	532
NIC275	3	0.00120741906592169	0.334030472582746	0.00659378000834939	50	532
NIC275	1	0.00189689855842951	0.45823520638029	0.00659378000834939	50	532
NIC276	500	0.000105829758704414	0.0140496790836947	0.0102230030489521	60	472
NIC276	100	0.000293083032265476	0.0377422641288639	0.0102230030489521	60	472
NIC276	50	0.000406484976708175	0.0508831144819488	0.0102230030489521	60	472
NIC276	30	0.000519149748546147	0.0656788853059366	0.0102230030489521	60	472
NIC276	10	0.000925929838275046	0.118618692698094	0.0102230030489521	60	472
NIC276	5	0.0011623030802523	0.146833335229121	0.0102230030489521	60	472
NIC276	3	0.00129066824835011	0.168805207679245	0.0102230030489521	60	472
NIC276	1	0.00217864643564119	0.281417803486951	0.0102230030489521	60	472
NIC277	500	0.000125669614552801	0.0192581936168075	0.00758115218324319	50	404
NIC277	100	0.000236070894639378	0.0395670061012221	0.00758115218324319	50	404
NIC277	50	0.000352956437398661	0.0517905657050709	0.00758115218324319	50	404
NIC277	30	0.000504913164140589	0.0744545981446905	0.00758115218324319	50	404
NIC277	10	0.00080706834158591	0.120918506408753	0.00758115218324319	50	404
NIC277	5	0.00135608549037141	0.215901427774099	0.00758115218324319	50	404
NIC277	3	0.00147448722178793	0.232660122135811	0.00758115218324319	50	404
NIC277	1	0.00259703162909062	0.415240485236149	0.00758115218324319	50	404
NIC3	500	9.00215127614172e-05	0.0157106871986558	0.00588593061051816	30	518
NIC3	100	0.000211112112254581	0.0357020077506499	0.00588593061051816	30	518
NIC3	50	0.000241358279277487	0.0420606596365434	0.00588593061051816	30	518
NIC3	30	0.000365379694170095	0.0623359445790339	0.00588593061051816	30	518
NIC3	10	0.000749136459727076	0.130282829443211	0.00588593061051816	30	518
NIC3	5	0.000851792743383768	0.144986835533648	0.00588593061051816	30	518
NIC3	3	0.00120776764496195	0.204515960191032	0.00588593061051816	30	518
NIC3	1	0.00214033777431203	0.362764128293515	0.00588593061051816	30	518
NIC501	500	0.000107425163048173	0.105644227189917	0.00460463913229115	30	388
NIC501	100	0.000242537140046267	0.244736419808982	0.00460463913229115	30	388
NIC501	50	0.000309307620142467	0.290535329587646	0.00460463913229115	30	388
NIC501	30	0.000379634136277441	0.341596236948301	0.00460463913229115	30	388
NIC501	10	0.00048262164926799	0.337487224277812	0.00460463913229115	30	388
NIC501	5	0.000748756060520279	0.482289274860691	0.00460463913229115	30	388
NIC501	3	0.000965411747053779	0.846474667115782	0.00460463913229115	30	388
NIC501	1	0.0012447204071034	0.998365170411524	0.00460463913229115	30	388
NIC511	500	0.000117197393711861	0.0759034077388501	0.00170874083835745	20	546
NIC511	100	0.000213969264171827	0.133646215114078	0.00170874083835745	20	546
NIC511	50	0.00036046409763351	0.23160864777887	0.00170874083835745	20	546
