species,species_id_method,strain,isotype,previous_names,release,source_lab,latitude,longitude,landscape,locality_description,substrate,substrate_comments,substrate_temp,ambient_temp,ambient_humidity,associated_organism,sampled_by,isolated_by,sampling_date,notes,strain_set,issues,issue_notes,isotype_ref_strain,sequenced
Caenorhabditis elegans,,ECA251,ECA251,CB4858_(CGC)|CB4858_CGC|CB4858|PA1,20160408,CGC,34.1,-118.1,Urban_garden,California,Rotting_flower,flower bed,,,,,E. Hedgecock,,1973-06-01,"this is a stock of PA1 that was sent to the Emmons lab and found to have a low Tc1copy number (as compared to CB4555). CB4858 strain from CGC, different by WGS than CB version of CB4858",1,False,,True,True
Caenorhabditis elegans,ITS2,ECA2521,ECA2533,S-12561,20210121,ECA,34.0651714,-118.4414709,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,13.6,17.83333333,22.3,,E. Andersen,E. Andersen,2020-02-05,Fulcrum collection 2020FebruaryUCLA,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2522,ECA2522,S-12614,20210121,ECA,34.0651806,-118.4414881,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,12.4,17.11111111,25.2,,E. Andersen,E. Andersen,2020-02-05,Fulcrum collection 2020FebruaryUCLA,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2523,ECA2523,S-12625,20210121,ECA,34.0651117,-118.4415998,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,11.1,16.44444444,23.2,,E. Andersen,E. Andersen,2020-02-05,Fulcrum collection 2020FebruaryUCLA,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2524,ECA2523,S-12626,20210121,ECA,34.0651117,-118.4415998,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,11.1,16.44444444,23.2,,E. Andersen,E. Andersen,2020-02-05,Fulcrum collection 2020FebruaryUCLA,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2525,ECA2533,S-12628,20210121,ECA,34.065186,-118.4416029,Botanical_garden_or_zoo,,Rotting_flower,,11.9,17.83333333,24.2,,E. Andersen,E. Andersen,2020-02-05,Fulcrum collection 2020FebruaryUCLA,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2526,ECA2536,S-12669,20210121,ECA,34.0651806,-118.4414881,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,12.4,17.11111111,25.2,,E. Andersen,E. Andersen,2020-02-05,Fulcrum collection 2020FebruaryUCLA,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2527,ECA2527,S-12677,20210121,ECA,34.0651806,-118.4414881,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,12.4,17.11111111,25.2,,E. Andersen,E. Andersen,2020-02-05,Fulcrum collection 2020FebruaryUCLA,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2528,ECA2527,S-12678,20210121,ECA,34.0651806,-118.4414881,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,12.4,17.11111111,25.2,,E. Andersen,E. Andersen,2020-02-05,Fulcrum collection 2020FebruaryUCLA,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2529,ECA2529,S-12682,20210121,ECA,34.065216,-118.4414922,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,10.6,17.11111111,26.2,,E. Andersen,E. Andersen,2020-02-05,Fulcrum collection 2020FebruaryUCLA,10,False,,True,True
Caenorhabditis elegans,,ECA253,N2,N2_(CGC)|N2_CGC|N2,20160408,CGC,51.45,-2.59,Urban_garden,England,Compost,mushroom compost,,,,,W. Nicholas,L. Staniland,1951-01-01,,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2532,ECA2533,S-12732,20210121,ECA,34.065186,-118.4416029,Botanical_garden_or_zoo,,Rotting_flower,,11.9,17.83333333,24.2,,E. Andersen,E. Andersen,2020-02-05,Fulcrum collection 2020FebruaryUCLA,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2533,ECA2533,S-12733,20210121,ECA,34.065186,-118.4416029,Botanical_garden_or_zoo,,Rotting_flower,,11.9,17.83333333,24.2,,E. Andersen,E. Andersen,2020-02-05,Fulcrum collection 2020FebruaryUCLA,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2534,ECA2533,S-12734,20210121,ECA,34.065186,-118.4416029,Botanical_garden_or_zoo,,Rotting_flower,,11.9,17.83333333,24.2,,E. Andersen,E. Andersen,2020-02-05,Fulcrum collection 2020FebruaryUCLA,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2535,ECA2536,S-12771,20210121,ECA,34.0651806,-118.4414881,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,12.4,17.11111111,25.2,,E. Andersen,E. Andersen,2020-02-05,Fulcrum collection 2020FebruaryUCLA,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2536,ECA2536,S-12772,20210121,ECA,34.0651806,-118.4414881,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,12.4,17.11111111,25.2,,E. Andersen,E. Andersen,2020-02-05,Fulcrum collection 2020FebruaryUCLA,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2537,ECA2533,S-12728,20210121,ECA,34.0651714,-118.4414709,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,13.6,17.83333333,22.3,,E. Andersen,E. Andersen,2020-02-05,Fulcrum collection 2020FebruaryUCLA,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2546,ECA2546,S-12454,20210121,ECA,-38.15055556,144.3788889,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,15.5,17.4,69.7,,L. Stevens,C. Buchanan,2020-02-20,Fulcrum collection 2020FebruaryAustralia,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2547,ECA2546,S-12456,20210121,ECA,-38.15055556,144.3788889,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,15.5,17.4,69.7,,L. Stevens,C. Buchanan,2020-02-20,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2548,ECA2672,S-12482,20210121,ECA,-37.8701549,144.9824148,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,19.0,20.8,64.4,,L. Stevens,C. Buchanan,2020-02-22,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2549,ECA2549,S-12485,20210121,ECA,-37.8699364,144.9838814,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,18.0,21.5,62.5,,L. Stevens,C. Buchanan,2020-02-22,Fulcrum collection 2020FebruaryAustralia,10,False,,True,True
Caenorhabditis elegans,,ECA255,N2,N2_Baer_duplicate_#1|N2,20160408,CFB,51.45,-2.59,Urban_garden,England,Compost,mushroom compost,,,,,W. Nicholas,,1951-01-01,,,False,,False,False
Caenorhabditis elegans,ITS2,ECA2550,ECA2551,S-12486,20210121,ECA,-37.8699364,144.9838814,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,18.0,21.5,62.5,,L. Stevens,C. Buchanan,2020-02-22,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2551,ECA2551,S-12487,20210121,ECA,-37.8699364,144.9838814,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,18.0,21.5,62.5,,L. Stevens,C. Buchanan,2020-02-22,Fulcrum collection 2020FebruaryAustralia,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2552,ECA2672,S-12493,20210121,ECA,-37.8701549,144.9824148,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,19.0,20.8,64.4,,L. Stevens,C. Buchanan,2020-02-22,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2553,ECA2551,S-12577,20210121,ECA,-37.8699364,144.9838814,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,18.0,21.5,62.5,,L. Stevens,C. Buchanan,2020-02-22,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2554,ECA2554,S-12611,20210121,ECA,-37.8700328,144.983856,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,18.0,22.2,59.5,,L. Stevens,C. Buchanan,2020-02-22,Fulcrum collection 2020FebruaryAustralia,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2555,ECA2555,S-12743,20210121,ECA,-37.8700328,144.983856,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,18.0,22.2,59.5,,L. Stevens,C. Buchanan,2020-02-22,Fulcrum collection 2020FebruaryAustralia,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2556,ECA2559,S-12781,20210121,ECA,-37.87,144.9836111,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,17.8,22.2,60.9,,L. Stevens,C. Buchanan,2020-02-22,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2557,ECA2559,S-12789,20210121,ECA,-37.87,144.9836111,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,17.8,22.2,60.9,,L. Stevens,C. Buchanan,2020-02-22,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2558,ECA2609,S-12791,20210121,ECA,-38.15,144.3791667,Botanical_garden_or_zoo,,Rotting_flower,,15.5,18.1,66.8,,L. Stevens,C. Buchanan,2020-02-20,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2559,ECA2559,S-12809,20210121,ECA,-37.87,144.9836111,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,17.8,22.2,60.9,,L. Stevens,C. Buchanan,2020-02-22,Fulcrum collection 2020FebruaryAustralia,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2560,ECA2560,S-12848,20210121,ECA,-37.82444444,145.4433333,Agricultural_land,,Rotting_nut/pod/seed/fruit,,17.2,21.5,52.6,,L. Stevens,C. Buchanan,2020-02-21,Fulcrum collection 2020FebruaryAustralia,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2561,ECA2561,S-12856,20210121,ECA,-37.8269983,144.9798563,Botanical_garden_or_zoo,,Rotting_flower,,22.3,26.2,58.5,,E. Andersen,C. Buchanan,2020-02-16,Fulcrum collection 2020FebruaryAustralia,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2562,ECA2565,S-12882,20210121,ECA,-37.82472222,145.4427778,Agricultural_land,,Rotting_nut/pod/seed/fruit,,19.4,21.5,57.0,,L. Stevens,C. Buchanan,2020-02-21,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2563,ECA2565,S-12883,20210121,ECA,-37.82472222,145.4427778,Agricultural_land,,Rotting_nut/pod/seed/fruit,,19.4,21.5,57.0,,L. Stevens,C. Buchanan,2020-02-21,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2564,ECA2565,S-12884,20210121,ECA,-37.82472222,145.4427778,Agricultural_land,,Rotting_nut/pod/seed/fruit,,19.4,21.5,57.0,,L. Stevens,C. Buchanan,2020-02-21,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2565,ECA2565,S-12892,20210121,ECA,-37.82472222,145.4427778,Agricultural_land,,Rotting_nut/pod/seed/fruit,,19.4,21.5,57.0,,L. Stevens,C. Buchanan,2020-02-21,Fulcrum collection 2020FebruaryAustralia,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2566,ECA2565,S-12898,20210121,ECA,-37.82472222,145.4427778,Agricultural_land,,Rotting_nut/pod/seed/fruit,,19.4,21.5,57.0,,L. Stevens,C. Buchanan,2020-02-21,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2567,ECA2565,S-12899,20210121,ECA,-37.82472222,145.4427778,Agricultural_land,,Rotting_nut/pod/seed/fruit,,19.4,21.5,57.0,,L. Stevens,C. Buchanan,2020-02-21,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2568,ECA2568,S-12902,20210121,ECA,-37.8223452,144.9736522,Botanical_garden_or_zoo,,Vegetal_litter/mix,In tree nook,20.0,24.2,61.8,,E. Andersen,C. Buchanan,2020-02-16,Fulcrum collection 2020FebruaryAustralia,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2569,ECA2603,S-12904,20210121,ECA,-37.8223452,144.9736522,Botanical_garden_or_zoo,,Vegetal_litter/mix,In tree nook,20.0,24.2,61.8,,E. Andersen,C. Buchanan,2020-02-16,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,,ECA257,N2,Kammenga_N2_isolate|N2,20160408,WN,51.45,-2.59,Urban_garden,England,Compost,mushroom compost,,,,,W. Nicholas,,1951-01-01,,,False,,False,False
Caenorhabditis elegans,ITS2,ECA2570,ECA2561,S-12905,20210121,ECA,-37.8269983,144.9798563,Botanical_garden_or_zoo,,Rotting_flower,,22.3,26.2,58.5,,E. Andersen,C. Buchanan,2020-02-16,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2571,ECA2581,S-12927,20210121,ECA,-37.8253099,144.9768299,Botanical_garden_or_zoo,,Vegetal_litter/mix,Millipedes,19.5,24.9,67.0,,E. Andersen,C. Buchanan,2020-02-16,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2572,ECA2581,S-12929,20210121,ECA,-37.8253099,144.9768299,Botanical_garden_or_zoo,,Vegetal_litter/mix,Millipedes,19.5,24.9,67.0,,E. Andersen,C. Buchanan,2020-02-16,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2573,ECA2581,S-12941,20210121,ECA,-37.8253099,144.9768299,Botanical_garden_or_zoo,,Vegetal_litter/mix,Millipedes,19.5,24.9,67.0,,E. Andersen,C. Buchanan,2020-02-16,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2574,ECA2603,S-12945,20210121,ECA,-37.82230769,144.9735914,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,21.2,25.6,57.4,,E. Andersen,C. Buchanan,2020-02-16,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2575,ECA2603,S-12946,20210121,ECA,-37.82230769,144.9735914,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,21.2,25.6,57.4,,E. Andersen,C. Buchanan,2020-02-16,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2576,ECA2676,S-12948,20210121,ECA,-37.8223452,144.9736522,Botanical_garden_or_zoo,,Vegetal_litter/mix,In tree nook,20.0,24.2,61.8,,E. Andersen,C. Buchanan,2020-02-16,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2577,ECA2603,S-12950,20210121,ECA,-37.82230769,144.9735914,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,21.2,25.6,57.4,,E. Andersen,C. Buchanan,2020-02-16,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2578,ECA2603,S-12952,20210121,ECA,-37.82230769,144.9735914,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,21.2,25.6,57.4,,E. Andersen,C. Buchanan,2020-02-16,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2579,ECA2561,S-12953,20210121,ECA,-37.8269983,144.9798563,Botanical_garden_or_zoo,,Rotting_flower,,22.3,26.2,58.5,,E. Andersen,C. Buchanan,2020-02-16,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2580,ECA2561,S-12954,20210121,ECA,-37.8269983,144.9798563,Botanical_garden_or_zoo,,Rotting_flower,,22.3,26.2,58.5,,E. Andersen,C. Buchanan,2020-02-16,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2581,ECA2581,S-12957,20210121,ECA,-37.8253099,144.9768299,Botanical_garden_or_zoo,,Vegetal_litter/mix,Millipedes,19.5,24.9,67.0,,E. Andersen,C. Buchanan,2020-02-16,Fulcrum collection 2020FebruaryAustralia,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2582,ECA2546,S-12960,20210121,ECA,-38.15055556,144.3788889,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,15.5,17.4,69.7,,L. Stevens,C. Buchanan,2020-02-20,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2583,ECA2583,S-13023,20210121,ECA,-38.15,144.3788889,Botanical_garden_or_zoo,,Rotting_flower,,18.7,18.8,67.6,,L. Stevens,N. Roberto,2020-02-20,Fulcrum collection 2020FebruaryAustralia,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2584,ECA2584,S-13024,20210121,ECA,-38.15,144.3788889,Botanical_garden_or_zoo,,Rotting_flower,,18.7,18.8,67.6,,L. Stevens,N. Roberto,2020-02-20,Fulcrum collection 2020FebruaryAustralia,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2585,ECA2672,S-13032,20210121,ECA,-37.8700054,144.9841456,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,17.8,20.8,63.4,,L. Stevens,R. Tanny,2020-02-22,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2586,ECA2584,S-13036,20210121,ECA,-38.15,144.3788889,Botanical_garden_or_zoo,,Rotting_flower,,18.7,18.8,67.6,,L. Stevens,N. Roberto,2020-02-20,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2589,ECA2594,S-13042,20210121,ECA,-37.83305556,144.9797222,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,Ficus platypoda,20.5,27.6,57.5,,L. Stevens,C. Buchanan,2020-02-16,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,,ECA259,ECA259,PB306_CGC|PB306,20160408,CGC,,,,,Arthropod,"live arthropod, Porcellio scaber",,,,,S. Baird,S. Baird,1998-11-28,Porcellio scaber obtained from Connecticut Valley Biological Supply,2,False,,True,True
Caenorhabditis elegans,ITS2,ECA2590,ECA2595,S-13044,20210121,ECA,-37.83277778,144.9797222,Botanical_garden_or_zoo,,Rotting_flower,,22.1,27.6,54.1,,L. Stevens,L. Stevens,2020-02-16,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2591,ECA2594,S-13054,20210121,ECA,-37.83305556,144.9797222,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,Ficus platypoda,20.5,27.6,57.5,,L. Stevens,C. Buchanan,2020-02-16,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2592,ECA2594,S-13055,20210121,ECA,-37.83305556,144.9797222,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,Ficus platypoda,20.5,27.6,57.5,,L. Stevens,C. Buchanan,2020-02-16,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2593,ECA2595,S-13056,20210121,ECA,-37.83277778,144.9797222,Botanical_garden_or_zoo,,Rotting_flower,,22.1,27.6,54.1,,L. Stevens,L. Stevens,2020-02-16,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2594,ECA2594,S-13063,20210121,ECA,-37.83305556,144.9797222,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,Ficus platypoda,20.5,27.6,57.5,,L. Stevens,C. Buchanan,2020-02-16,Fulcrum collection 2020FebruaryAustralia,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2595,ECA2595,S-13069,20210121,ECA,-37.83277778,144.9797222,Botanical_garden_or_zoo,,Rotting_flower,,22.1,27.6,54.1,,L. Stevens,L. Stevens,2020-02-16,Fulcrum collection 2020FebruaryAustralia,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2596,ECA2584,S-13070,20210121,ECA,-38.15,144.3788889,Botanical_garden_or_zoo,,Rotting_flower,,18.7,18.8,67.6,,L. Stevens,N. Roberto,2020-02-20,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2597,ECA2584,S-13071,20210121,ECA,-38.15,144.3788889,Botanical_garden_or_zoo,,Rotting_flower,,18.7,18.8,67.6,,L. Stevens,N. Roberto,2020-02-20,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2598,ECA2603,S-13081,20210121,ECA,-37.8223566,144.9736758,Botanical_garden_or_zoo,,Vegetal_litter/mix,Under previous sample,21.5,25.6,59.1,,E. Andersen,L. Stevens,2020-02-16,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2599,ECA2601,S-13082,20210121,ECA,-37.8223566,144.9736758,Botanical_garden_or_zoo,,Vegetal_litter/mix,Under previous sample,21.5,25.6,59.1,,E. Andersen,L. Stevens,2020-02-16,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2600,ECA2601,S-13083,20210121,ECA,-37.8223566,144.9736758,Botanical_garden_or_zoo,,Vegetal_litter/mix,Under previous sample,21.5,25.6,59.1,,E. Andersen,L. Stevens,2020-02-16,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2601,ECA2601,S-13100,20210121,ECA,-37.8223566,144.9736758,Botanical_garden_or_zoo,,Vegetal_litter/mix,Under previous sample,21.5,25.6,59.1,,E. Andersen,L. Stevens,2020-02-16,Fulcrum collection 2020FebruaryAustralia,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2602,ECA2602,S-13117,20210121,ECA,-37.82222222,144.9736111,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,22.2,26.2,56.9,,L. Stevens,C. Buchanan,2020-02-16,Fulcrum collection 2020FebruaryAustralia,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2603,ECA2603,S-13132,20210121,ECA,-37.82222222,144.9736111,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,22.2,26.2,56.9,,L. Stevens,C. Buchanan,2020-02-16,Fulcrum collection 2020FebruaryAustralia,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2605,ECA2595,S-13194,20210121,ECA,-37.83277778,144.9797222,Botanical_garden_or_zoo,,Rotting_flower,,22.1,27.6,54.1,,L. Stevens,L. Stevens,2020-02-16,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2606,ECA2594,S-13197,20210121,ECA,-37.83305556,144.9797222,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,Ficus platypoda,20.5,27.6,57.5,,L. Stevens,C. Buchanan,2020-02-16,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2607,ECA2607,S-13222,20210121,ECA,-37.825658,144.9770918,Botanical_garden_or_zoo,,Rotting_flower,,23.3,26.2,59.3,,E. Andersen,R. Tanny,2020-02-16,Fulcrum collection 2020FebruaryAustralia,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2608,ECA2672,S-13240,20210121,ECA,-37.8700054,144.9841456,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,17.8,20.8,63.4,,L. Stevens,R. Tanny,2020-02-22,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,18S_barcoding,WN2024,WN2066,LvS60-1,20250625,WN,51.975306,5.694904,Rural_garden,Vegetable_garden,,Zucchini,,,,,,,,,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2609,ECA2609,S-13269,20210121,ECA,-38.15,144.3791667,Botanical_garden_or_zoo,,Rotting_flower,,15.6,18.3,65.3,,L. Stevens,N. Roberto,2020-02-20,Fulcrum collection 2020FebruaryAustralia,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2610,ECA2609,S-13270,20210121,ECA,-38.15,144.3791667,Botanical_garden_or_zoo,,Rotting_flower,,15.6,18.3,65.3,,L. Stevens,N. Roberto,2020-02-20,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2611,ECA2660,S-13280,20210121,ECA,-37.8274278,144.980163,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,Figs,21.4,26.2,58.9,,E. Andersen,L. Stevens,2020-02-16,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2612,ECA2612,S-13282,20210121,ECA,-37.8274278,144.980163,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,Figs,21.4,26.2,58.9,,E. Andersen,L. Stevens,2020-02-16,Fulcrum collection 2020FebruaryAustralia,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2615,ECA2615,S-13424,20210121,ECA,-37.82444444,145.4433333,Agricultural_land,,Rotting_nut/pod/seed/fruit,,23.3,24.3,55.9,,L. Stevens,R. Tanny,2020-02-21,Fulcrum collection 2020FebruaryAustralia,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2641,ECA2641,S-13806,20210121,ECA,-26.87296944,151.5799778,Forest,,Rotting_nut/pod/seed/fruit,,,,,,M. Rockman,R. Tanny,2020-02-27,Fulcrum collection 2020FebruaryAustralia,10,False,,True,True
Caenorhabditis elegans,ITS2,ECA2642,ECA2641,S-13808,20210121,ECA,-26.87296944,151.5799778,Forest,,Rotting_nut/pod/seed/fruit,,,,,,M. Rockman,R. Tanny,2020-02-27,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2643,ECA2551,S-13836,20210121,ECA,-24.413325,151.0395333,Forest,,Rotting_nut/pod/seed/fruit,,,,,,M. Rockman,N. Roberto,2020-02-25,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2644,ECA2641,S-13837,20210121,ECA,-26.87296944,151.5799778,Forest,,Rotting_nut/pod/seed/fruit,,,,,,M. Rockman,R. Tanny,2020-02-27,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2648,ECA2648,S-12496,20210121,ECA,-37.8701549,144.9824148,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,19.0,20.8,64.4,,L. Stevens,C. Buchanan,2020-02-22,Fulcrum collection 2020FebruaryAustralia,7,False,,True,True
Caenorhabditis elegans,ITS2,ECA2649,ECA2551,S-12581,20210121,ECA,-37.8699364,144.9838814,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,,18.0,21.5,62.5,,L. Stevens,C. Buchanan,2020-02-22,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
Caenorhabditis elegans,ITS2,ECA2650,ECA2603,S-12903,20210121,ECA,-37.8223452,144.9736522,Botanical_garden_or_zoo,,Vegetal_litter/mix,In tree nook,20.0,24.2,61.8,,E. Andersen,C. Buchanan,2020-02-16,Fulcrum collection 2020FebruaryAustralia,,False,,False,True
