sample,sample_info,time,rnai,replicate,depth_cutoff,strain,frq,t0_frq,ctrl_frq,delta_t0,delta_ctrl,log2fc_t0,log2fc_ctrl
A7,T2_ctrl_B,T2,ctrl,B,5,EG4347,0.0112494938411271,0.000628992646950052,0.00562474692056355,0.010620501194177,0.00562474692056355,4.16067312835672,1
A10,T2_pos-1_1,T2,pos-1,1,10,EG4347,0,0.000137070363920582,0.00535689443782076,-0.000137070363920582,-0.00535689443782076,-62.2610269995358,-67.5494352824955
A11,T2_pos-1_2,T2,pos-1,2,10,EG4347,0,0.000137070363920582,0.00535689443782076,-0.000137070363920582,-0.00535689443782076,-62.2610269995358,-67.5494352824955
A12,T2_pos-1_3,T2,pos-1,3,10,EG4347,0,0.000137070363920582,0.00535689443782076,-0.000137070363920582,-0.00535689443782076,-62.2610269995358,-67.5494352824955
A13,T2_pos-1_4,T2,pos-1,4,10,EG4347,0,0.000137070363920582,0.00535689443782076,-0.000137070363920582,-0.00535689443782076,-62.2610269995358,-67.5494352824955
A6,T2_ctrl_A,T2,ctrl,A,10,EG4347,0,0.000137070363920582,0.00535689443782076,-0.000137070363920582,-0.00535689443782076,-62.2610269995358,-67.5494352824955
A7,T2_ctrl_B,T2,ctrl,B,10,EG4347,0.0107137888756415,0.000137070363920582,0.00535689443782076,0.0105767185117209,0.00535689443782076,6.28840828295972,1
A10,T2_pos-1_1,T2,pos-1,1,3,EG4349,0,0.00246825010568875,0,-0.00246825010568875,0,-66.4315270046542,0
A11,T2_pos-1_2,T2,pos-1,2,3,EG4349,0,0.00246825010568875,0,-0.00246825010568875,0,-66.4315270046542,0
A12,T2_pos-1_3,T2,pos-1,3,3,EG4349,0,0.00246825010568875,0,-0.00246825010568875,0,-66.4315270046542,0
A13,T2_pos-1_4,T2,pos-1,4,3,EG4349,0,0.00246825010568875,0,-0.00246825010568875,0,-66.4315270046542,0
A6,T2_ctrl_A,T2,ctrl,A,3,EG4349,0,0.00246825010568875,0,-0.00246825010568875,0,-66.4315270046542,0
A7,T2_ctrl_B,T2,ctrl,B,3,EG4349,0,0.00246825010568875,0,-0.00246825010568875,0,-66.4315270046542,0
A10,T2_pos-1_1,T2,pos-1,1,5,EG4349,0,0.00248134544378235,0.000146111278655153,-0.00248134544378235,-0.000146111278655153,-66.4391610116029,-62.3531778680928
A11,T2_pos-1_2,T2,pos-1,2,5,EG4349,0,0.00248134544378235,0.000146111278655153,-0.00248134544378235,-0.000146111278655153,-66.4391610116029,-62.3531778680928
A12,T2_pos-1_3,T2,pos-1,3,5,EG4349,0,0.00248134544378235,0.000146111278655153,-0.00248134544378235,-0.000146111278655153,-66.4391610116029,-62.3531778680928
A13,T2_pos-1_4,T2,pos-1,4,5,EG4349,0,0.00248134544378235,0.000146111278655153,-0.00248134544378235,-0.000146111278655153,-66.4391610116029,-62.3531778680928
A6,T2_ctrl_A,T2,ctrl,A,5,EG4349,0,0.00248134544378235,0.000146111278655153,-0.00248134544378235,-0.000146111278655153,-66.4391610116029,-62.3531778680928
A7,T2_ctrl_B,T2,ctrl,B,5,EG4349,0.000292222557310306,0.00248134544378235,0.000146111278655153,-0.00218912288647205,0.000146111278655153,-3.08598314351005,1
A10,T2_pos-1_1,T2,pos-1,1,10,EG4349,0,0.00144286270457114,0.000637685712859872,-0.00144286270457114,-0.000637685712859872,-65.6569724425808,-64.4789558792567
A11,T2_pos-1_2,T2,pos-1,2,10,EG4349,0,0.00144286270457114,0.000637685712859872,-0.00144286270457114,-0.000637685712859872,-65.6569724425808,-64.4789558792567
A12,T2_pos-1_3,T2,pos-1,3,10,EG4349,0,0.00144286270457114,0.000637685712859872,-0.00144286270457114,-0.000637685712859872,-65.6569724425808,-64.4789558792567
A13,T2_pos-1_4,T2,pos-1,4,10,EG4349,0,0.00144286270457114,0.000637685712859872,-0.00144286270457114,-0.000637685712859872,-65.6569724425808,-64.4789558792567
A6,T2_ctrl_A,T2,ctrl,A,10,EG4349,0,0.00144286270457114,0.000637685712859872,-0.00144286270457114,-0.000637685712859872,-65.6569724425808,-64.4789558792567
A7,T2_ctrl_B,T2,ctrl,B,10,EG4349,0.00127537142571974,0.00144286270457114,0.000637685712859872,-0.000167491278851392,0.000637685712859872,-0.178016563324168,1
A10,T2_pos-1_1,T2,pos-1,1,3,EG4724,0,0.0033168516027569,0.000987401386090271,-0.0033168516027569,-0.000987401386090271,-66.8578528825228,-65.1097469911092
A11,T2_pos-1_2,T2,pos-1,2,3,EG4724,0,0.0033168516027569,0.000987401386090271,-0.0033168516027569,-0.000987401386090271,-66.8578528825228,-65.1097469911092
A12,T2_pos-1_3,T2,pos-1,3,3,EG4724,0,0.0033168516027569,0.000987401386090271,-0.0033168516027569,-0.000987401386090271,-66.8578528825228,-65.1097469911092
A13,T2_pos-1_4,T2,pos-1,4,3,EG4724,0.00104350998747536,0.0033168516027569,0.000987401386090271,-0.00227334161528154,5.61086013850885e-05,-1.66837005817208,0.0797358332415196
A6,T2_ctrl_A,T2,ctrl,A,3,EG4724,0,0.0033168516027569,0.000987401386090271,-0.0033168516027569,-0.000987401386090271,-66.8578528825228,-65.1097469911092
A7,T2_ctrl_B,T2,ctrl,B,3,EG4724,0.00197480277218054,0.0033168516027569,0.000987401386090271,-0.00134204883057635,0.000987401386090271,-0.748105891413596,1
A10,T2_pos-1_1,T2,pos-1,1,5,EG4724,0,0.00341969341493654,0.000939747145979869,-0.00341969341493654,-0.000939747145979869,-66.9019054049655,-65.038382949606
A11,T2_pos-1_2,T2,pos-1,2,5,EG4724,0,0.00341969341493654,0.000939747145979869,-0.00341969341493654,-0.000939747145979869,-66.9019054049655,-65.038382949606
A12,T2_pos-1_3,T2,pos-1,3,5,EG4724,0,0.00341969341493654,0.000939747145979869,-0.00341969341493654,-0.000939747145979869,-66.9019054049655,-65.038382949606
A13,T2_pos-1_4,T2,pos-1,4,5,EG4724,0.00140079253147487,0.00341969341493654,0.000939747145979869,-0.00201890088346167,0.000461045385495,-1.28762369229961,0.575898763059891
A6,T2_ctrl_A,T2,ctrl,A,5,EG4724,0,0.00341969341493654,0.000939747145979869,-0.00341969341493654,-0.000939747145979869,-66.9019054049655,-65.038382949606
A7,T2_ctrl_B,T2,ctrl,B,5,EG4724,0.00187949429195974,0.00341969341493654,0.000939747145979869,-0.0015401991229768,0.000939747145979869,-0.863522455359504,1
A10,T2_pos-1_1,T2,pos-1,1,10,EG4724,0,0.00300582008768414,0.000676956569298384,-0.00300582008768414,-0.000676956569298384,-66.7157970755242,-64.5651736002987
A11,T2_pos-1_2,T2,pos-1,2,10,EG4724,0,0.00300582008768414,0.000676956569298384,-0.00300582008768414,-0.000676956569298384,-66.7157970755242,-64.5651736002987
A12,T2_pos-1_3,T2,pos-1,3,10,EG4724,0,0.00300582008768414,0.000676956569298384,-0.00300582008768414,-0.000676956569298384,-66.7157970755242,-64.5651736002987
A13,T2_pos-1_4,T2,pos-1,4,10,EG4724,0.000883800540443831,0.00300582008768414,0.000676956569298384,-0.00212201954724031,0.000206843971145447,-1.76596594141307,0.384657533812379
A6,T2_ctrl_A,T2,ctrl,A,10,EG4724,0,0.00300582008768414,0.000676956569298384,-0.00300582008768414,-0.000676956569298384,-66.7157970755242,-64.5651736002987
A7,T2_ctrl_B,T2,ctrl,B,10,EG4724,0.00135391313859677,0.00300582008768414,0.000676956569298384,-0.00165190694908738,0.000676956569298384,-1.15062347522545,1
A10,T2_pos-1_1,T2,pos-1,1,3,EG4946,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,3,EG4946,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,3,EG4946,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,3,EG4946,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,3,EG4946,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,3,EG4946,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,5,EG4946,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,5,EG4946,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,5,EG4946,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,5,EG4946,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,5,EG4946,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,5,EG4946,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,10,EG4946,0,0,0.00120921521455768,0,-0.00120921521455768,0,-65.4021094521298
A11,T2_pos-1_2,T2,pos-1,2,10,EG4946,0,0,0.00120921521455768,0,-0.00120921521455768,0,-65.4021094521298
A12,T2_pos-1_3,T2,pos-1,3,10,EG4946,0.00043635666282224,0,0.00120921521455768,0.00043635666282224,-0.000772858551735439,63.9316181469517,-1.47049130517809
A13,T2_pos-1_4,T2,pos-1,4,10,EG4946,0,0,0.00120921521455768,0,-0.00120921521455768,0,-65.4021094521298
A6,T2_ctrl_A,T2,ctrl,A,10,EG4946,0.00241843042911536,0,0.00120921521455768,0.00241843042911536,0.00120921521455768,66.4021094521298,1
A7,T2_ctrl_B,T2,ctrl,B,10,EG4946,0,0,0.00120921521455768,0,-0.00120921521455768,0,-65.4021094521298
A10,T2_pos-1_1,T2,pos-1,1,3,GXW1,0,0.0016026831706301,0.00962105273766962,-0.0016026831706301,-0.00962105273766962,-65.8085276675524,-68.3942331783312
A11,T2_pos-1_2,T2,pos-1,2,3,GXW1,0,0.0016026831706301,0.00962105273766962,-0.0016026831706301,-0.00962105273766962,-65.8085276675524,-68.3942331783312
A12,T2_pos-1_3,T2,pos-1,3,3,GXW1,0,0.0016026831706301,0.00962105273766962,-0.0016026831706301,-0.00962105273766962,-65.8085276675524,-68.3942331783312
A13,T2_pos-1_4,T2,pos-1,4,3,GXW1,0,0.0016026831706301,0.00962105273766962,-0.0016026831706301,-0.00962105273766962,-65.8085276675524,-68.3942331783312
A6,T2_ctrl_A,T2,ctrl,A,3,GXW1,0.00766154321240241,0.0016026831706301,0.00962105273766962,0.00605886004177232,-0.00195950952526721,2.25714576178718,-0.328559748991629
A7,T2_ctrl_B,T2,ctrl,B,3,GXW1,0.0115805622629368,0.0016026831706301,0.00962105273766962,0.00997787909230673,0.00195950952526721,2.8531441442211,0.26743863344229
A10,T2_pos-1_1,T2,pos-1,1,5,GXW1,0,0.00103516711548546,0.00882079949434796,-0.00103516711548546,-0.00882079949434796,-65.1779021082704,-68.2689478395348
A11,T2_pos-1_2,T2,pos-1,2,5,GXW1,0,0.00103516711548546,0.00882079949434796,-0.00103516711548546,-0.00882079949434796,-65.1779021082704,-68.2689478395348
A12,T2_pos-1_3,T2,pos-1,3,5,GXW1,0,0.00103516711548546,0.00882079949434796,-0.00103516711548546,-0.00882079949434796,-65.1779021082704,-68.2689478395348
A13,T2_pos-1_4,T2,pos-1,4,5,GXW1,0,0.00103516711548546,0.00882079949434796,-0.00103516711548546,-0.00882079949434796,-65.1779021082704,-68.2689478395348
A6,T2_ctrl_A,T2,ctrl,A,5,GXW1,0.0068541784414223,0.00103516711548546,0.00882079949434796,0.00581901132593685,-0.00196662105292566,2.72712005883931,-0.363925672425089
A7,T2_ctrl_B,T2,ctrl,B,5,GXW1,0.0107874205472736,0.00103516711548546,0.00882079949434796,0.00975225343178816,0.00196662105292566,3.38141433585569,0.290368604591288
A10,T2_pos-1_1,T2,pos-1,1,10,GXW1,0,0.000615183595584658,0.00888950554231789,-0.000615183595584658,-0.00888950554231789,-64.4271273538801,-68.2801415904891
A11,T2_pos-1_2,T2,pos-1,2,10,GXW1,0,0.000615183595584658,0.00888950554231789,-0.000615183595584658,-0.00888950554231789,-64.4271273538801,-68.2801415904891
A12,T2_pos-1_3,T2,pos-1,3,10,GXW1,0,0.000615183595584658,0.00888950554231789,-0.000615183595584658,-0.00888950554231789,-64.4271273538801,-68.2801415904891
A13,T2_pos-1_4,T2,pos-1,4,10,GXW1,0,0.000615183595584658,0.00888950554231789,-0.000615183595584658,-0.00888950554231789,-64.4271273538801,-68.2801415904891
A6,T2_ctrl_A,T2,ctrl,A,10,GXW1,0.00646279159587141,0.000615183595584658,0.00888950554231789,0.00584760800028675,-0.00242671394644648,3.393068531932,-0.459945704677066
A7,T2_ctrl_B,T2,ctrl,B,10,GXW1,0.0113162194887644,0.000615183595584658,0.00888950554231789,0.0107010358931797,0.00242671394644648,4.20123122125391,0.348216984644847
A10,T2_pos-1_1,T2,pos-1,1,3,JU1088,0,0.000184805585754639,0,-0.000184805585754639,0,-62.6921186837242,0
A11,T2_pos-1_2,T2,pos-1,2,3,JU1088,0,0.000184805585754639,0,-0.000184805585754639,0,-62.6921186837242,0
A12,T2_pos-1_3,T2,pos-1,3,3,JU1088,0,0.000184805585754639,0,-0.000184805585754639,0,-62.6921186837242,0
A13,T2_pos-1_4,T2,pos-1,4,3,JU1088,0,0.000184805585754639,0,-0.000184805585754639,0,-62.6921186837242,0
A6,T2_ctrl_A,T2,ctrl,A,3,JU1088,0,0.000184805585754639,0,-0.000184805585754639,0,-62.6921186837242,0
A7,T2_ctrl_B,T2,ctrl,B,3,JU1088,0,0.000184805585754639,0,-0.000184805585754639,0,-62.6921186837242,0
A10,T2_pos-1_1,T2,pos-1,1,5,JU1088,0,0.000708335055735566,0,-0.000708335055735566,0,-64.6305422643163,0
A11,T2_pos-1_2,T2,pos-1,2,5,JU1088,0,0.000708335055735566,0,-0.000708335055735566,0,-64.6305422643163,0
A12,T2_pos-1_3,T2,pos-1,3,5,JU1088,0,0.000708335055735566,0,-0.000708335055735566,0,-64.6305422643163,0
A13,T2_pos-1_4,T2,pos-1,4,5,JU1088,0,0.000708335055735566,0,-0.000708335055735566,0,-64.6305422643163,0
A6,T2_ctrl_A,T2,ctrl,A,5,JU1088,0,0.000708335055735566,0,-0.000708335055735566,0,-64.6305422643163,0
A7,T2_ctrl_B,T2,ctrl,B,5,JU1088,0,0.000708335055735566,0,-0.000708335055735566,0,-64.6305422643163,0
A10,T2_pos-1_1,T2,pos-1,1,10,JU1088,0,0.000372531403810372,0,-0.000372531403810372,0,-63.7034723684282,0
A11,T2_pos-1_2,T2,pos-1,2,10,JU1088,0,0.000372531403810372,0,-0.000372531403810372,0,-63.7034723684282,0
A12,T2_pos-1_3,T2,pos-1,3,10,JU1088,0,0.000372531403810372,0,-0.000372531403810372,0,-63.7034723684282,0
A13,T2_pos-1_4,T2,pos-1,4,10,JU1088,0,0.000372531403810372,0,-0.000372531403810372,0,-63.7034723684282,0
A6,T2_ctrl_A,T2,ctrl,A,10,JU1088,0,0.000372531403810372,0,-0.000372531403810372,0,-63.7034723684282,0
A7,T2_ctrl_B,T2,ctrl,B,10,JU1088,0,0.000372531403810372,0,-0.000372531403810372,0,-63.7034723684282,0
A10,T2_pos-1_1,T2,pos-1,1,3,JU1172,0.00116665661722095,0.00209781351161785,0.00384864981151817,-0.000931156894396903,-0.00268199319429722,-0.84650643882354,-1.72197241217938
A11,T2_pos-1_2,T2,pos-1,2,3,JU1172,0,0.00209781351161785,0.00384864981151817,-0.00209781351161785,-0.00384864981151817,-66.1969248487002,-67.072390822056
A12,T2_pos-1_3,T2,pos-1,3,3,JU1172,0,0.00209781351161785,0.00384864981151817,-0.00209781351161785,-0.00384864981151817,-66.1969248487002,-67.072390822056
A13,T2_pos-1_4,T2,pos-1,4,3,JU1172,0.000337823108636316,0.00209781351161785,0.00384864981151817,-0.00175999040298154,-0.00351082670288186,-2.63454650947816,-3.51001248283401
A6,T2_ctrl_A,T2,ctrl,A,3,JU1172,0.00728047368066893,0.00209781351161785,0.00384864981151817,0.00518266016905108,0.00343182386915076,1.79514588479858,0.919679911442735
A7,T2_ctrl_B,T2,ctrl,B,3,JU1172,0.000416825942367416,0.00209781351161785,0.00384864981151817,-0.00168098756925044,-0.00343182386915076,-2.33136945718508,-3.20683543054092
A10,T2_pos-1_1,T2,pos-1,1,5,JU1172,0.000360345761348848,0.00159166035426593,0.00349121999088858,-0.00123131459291708,-0.00313087422953973,-2.14307873030152,-3.27627748721581
A11,T2_pos-1_2,T2,pos-1,2,5,JU1172,0,0.00159166035426593,0.00349121999088858,-0.00159166035426593,-0.00349121999088858,-65.7985709265182,-66.9317696834325
A12,T2_pos-1_3,T2,pos-1,3,5,JU1172,0,0.00159166035426593,0.00349121999088858,-0.00159166035426593,-0.00349121999088858,-65.7985709265182,-66.9317696834325
A13,T2_pos-1_4,T2,pos-1,4,5,JU1172,0,0.00159166035426593,0.00349121999088858,-0.00159166035426593,-0.00349121999088858,-65.7985709265182,-66.9317696834325
A6,T2_ctrl_A,T2,ctrl,A,5,JU1172,0.00698243998177715,0.00159166035426593,0.00349121999088858,0.00539077962751123,0.00349121999088858,2.13319875691429,1
A7,T2_ctrl_B,T2,ctrl,B,5,JU1172,0,0.00159166035426593,0.00349121999088858,-0.00159166035426593,-0.00349121999088858,-65.7985709265182,-66.9317696834325
A10,T2_pos-1_1,T2,pos-1,1,10,JU1172,0,0.0014960628388468,0.00278984497739952,-0.0014960628388468,-0.00278984497739952,-65.709209189443,-66.6082233741118
A11,T2_pos-1_2,T2,pos-1,2,10,JU1172,0,0.0014960628388468,0.00278984497739952,-0.0014960628388468,-0.00278984497739952,-65.709209189443,-66.6082233741118
A12,T2_pos-1_3,T2,pos-1,3,10,JU1172,0,0.0014960628388468,0.00278984497739952,-0.0014960628388468,-0.00278984497739952,-65.709209189443,-66.6082233741118
A13,T2_pos-1_4,T2,pos-1,4,10,JU1172,0,0.0014960628388468,0.00278984497739952,-0.0014960628388468,-0.00278984497739952,-65.709209189443,-66.6082233741118
A6,T2_ctrl_A,T2,ctrl,A,10,JU1172,0.00557968995479903,0.0014960628388468,0.00278984497739952,0.00408362711595223,0.00278984497739952,1.89901418466886,1
A7,T2_ctrl_B,T2,ctrl,B,10,JU1172,0,0.0014960628388468,0.00278984497739952,-0.0014960628388468,-0.00278984497739952,-65.709209189443,-66.6082233741118
A10,T2_pos-1_1,T2,pos-1,1,3,JU1200,0,0.000949812582118416,0,-0.000949812582118416,0,-65.053753188438,0
A11,T2_pos-1_2,T2,pos-1,2,3,JU1200,0,0.000949812582118416,0,-0.000949812582118416,0,-65.053753188438,0
A12,T2_pos-1_3,T2,pos-1,3,3,JU1200,0,0.000949812582118416,0,-0.000949812582118416,0,-65.053753188438,0
A13,T2_pos-1_4,T2,pos-1,4,3,JU1200,0,0.000949812582118416,0,-0.000949812582118416,0,-65.053753188438,0
A6,T2_ctrl_A,T2,ctrl,A,3,JU1200,0,0.000949812582118416,0,-0.000949812582118416,0,-65.053753188438,0
A7,T2_ctrl_B,T2,ctrl,B,3,JU1200,0,0.000949812582118416,0,-0.000949812582118416,0,-65.053753188438,0
A10,T2_pos-1_1,T2,pos-1,1,5,JU1200,0,0.00136234968438343,0,-0.00136234968438343,0,-65.5741354737996,0
A11,T2_pos-1_2,T2,pos-1,2,5,JU1200,0,0.00136234968438343,0,-0.00136234968438343,0,-65.5741354737996,0
A12,T2_pos-1_3,T2,pos-1,3,5,JU1200,0,0.00136234968438343,0,-0.00136234968438343,0,-65.5741354737996,0
A13,T2_pos-1_4,T2,pos-1,4,5,JU1200,0,0.00136234968438343,0,-0.00136234968438343,0,-65.5741354737996,0
A6,T2_ctrl_A,T2,ctrl,A,5,JU1200,0,0.00136234968438343,0,-0.00136234968438343,0,-65.5741354737996,0
A7,T2_ctrl_B,T2,ctrl,B,5,JU1200,0,0.00136234968438343,0,-0.00136234968438343,0,-65.5741354737996,0
A10,T2_pos-1_1,T2,pos-1,1,10,JU1200,0,0.00321625738234112,0.00228945447372522,-0.00321625738234112,-0.00228945447372522,-66.8134212791058,-66.3230422927036
A11,T2_pos-1_2,T2,pos-1,2,10,JU1200,0,0.00321625738234112,0.00228945447372522,-0.00321625738234112,-0.00228945447372522,-66.8134212791058,-66.3230422927036
A12,T2_pos-1_3,T2,pos-1,3,10,JU1200,0,0.00321625738234112,0.00228945447372522,-0.00321625738234112,-0.00228945447372522,-66.8134212791058,-66.3230422927036
A13,T2_pos-1_4,T2,pos-1,4,10,JU1200,5.86342326427014e-05,0.00321625738234112,0.00228945447372522,-0.00315762314969842,-0.00223082024108252,-5.77749584853604,-5.28711686213385
A6,T2_ctrl_A,T2,ctrl,A,10,JU1200,0,0.00321625738234112,0.00228945447372522,-0.00321625738234112,-0.00228945447372522,-66.8134212791058,-66.3230422927036
A7,T2_ctrl_B,T2,ctrl,B,10,JU1200,0.00457890894745044,0.00321625738234112,0.00228945447372522,0.00136265156510932,0.00228945447372522,0.509621013597811,1
A10,T2_pos-1_1,T2,pos-1,1,3,JU1212,0.00458084216978799,0,0,0.00458084216978799,0.00458084216978799,67.3236512722021,67.3236512722021
A11,T2_pos-1_2,T2,pos-1,2,3,JU1212,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,3,JU1212,0.00070645159524735,0,0,0.00070645159524735,0.00070645159524735,64.6267010339662,64.6267010339662
A13,T2_pos-1_4,T2,pos-1,4,3,JU1212,0.00112677890454268,0,0,0.00112677890454268,0.00112677890454268,65.300242874762,65.300242874762
A6,T2_ctrl_A,T2,ctrl,A,3,JU1212,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,3,JU1212,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,5,JU1212,0.00440635145616909,0,2.69874316421492e-05,0.00440635145616909,0.00437936402452694,67.2676229865062,7.35115307660921
A11,T2_pos-1_2,T2,pos-1,2,5,JU1212,0,0,2.69874316421492e-05,0,-2.69874316421492e-05,0,-59.9164699098969
A12,T2_pos-1_3,T2,pos-1,3,5,JU1212,0.000774750755016267,0,2.69874316421492e-05,0.000774750755016267,0.000747763323374118,64.759842576567,4.84337266667009
A13,T2_pos-1_4,T2,pos-1,4,5,JU1212,0.00126967475127812,0,2.69874316421492e-05,0.00126967475127812,0.00124268731963597,65.4724973892173,5.55602747932034
A6,T2_ctrl_A,T2,ctrl,A,5,JU1212,5.39748632842984e-05,0,2.69874316421492e-05,5.39748632842984e-05,2.69874316421492e-05,60.916469909897,1
A7,T2_ctrl_B,T2,ctrl,B,5,JU1212,0,0,2.69874316421492e-05,0,-2.69874316421492e-05,0,-59.9164699098969
A10,T2_pos-1_1,T2,pos-1,1,10,JU1212,0.00491908355666792,0,0.000117754885362371,0.00491908355666792,0.00480132867130555,67.4264279769098,5.38453074113099
A11,T2_pos-1_2,T2,pos-1,2,10,JU1212,0,0,0.000117754885362371,0,-0.000117754885362371,0,-62.0418972357788
A12,T2_pos-1_3,T2,pos-1,3,10,JU1212,0.00151128920162862,0,0.000117754885362371,0.00151128920162862,0.00139353431626625,65.7238181780065,3.68192094222766
A13,T2_pos-1_4,T2,pos-1,4,10,JU1212,0.00222586220215344,0,0.000117754885362371,0.00222586220215344,0.00210810731679107,66.2824026973137,4.2405054615349
A6,T2_ctrl_A,T2,ctrl,A,10,JU1212,0.000235509770724741,0,0.000117754885362371,0.000235509770724741,0.000117754885362371,63.0418972357788,1
A7,T2_ctrl_B,T2,ctrl,B,10,JU1212,0,0,0.000117754885362371,0,-0.000117754885362371,0,-62.0418972357788
A10,T2_pos-1_1,T2,pos-1,1,3,JU1213,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,3,JU1213,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,3,JU1213,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,3,JU1213,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,3,JU1213,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,3,JU1213,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,5,JU1213,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,5,JU1213,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,5,JU1213,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,5,JU1213,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,5,JU1213,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,5,JU1213,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,10,JU1213,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,10,JU1213,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,10,JU1213,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,10,JU1213,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,10,JU1213,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,10,JU1213,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,3,JU1242,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,3,JU1242,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,3,JU1242,0.000474477764832165,0,0,0.000474477764832165,0.000474477764832165,64.0524508014835,64.0524508014835
A13,T2_pos-1_4,T2,pos-1,4,3,JU1242,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,3,JU1242,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,3,JU1242,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,5,JU1242,0.000416033273228955,0,0,0.000416033273228955,0.000416033273228955,63.8628092366813,63.8628092366813
A11,T2_pos-1_2,T2,pos-1,2,5,JU1242,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,5,JU1242,0.00119429058766396,0,0,0.00119429058766396,0.00119429058766396,65.3841923229645,65.3841923229645
A13,T2_pos-1_4,T2,pos-1,4,5,JU1242,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,5,JU1242,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,5,JU1242,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,10,JU1242,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,10,JU1242,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,10,JU1242,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,10,JU1242,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,10,JU1242,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,10,JU1242,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,3,JU1246,0.0771701087277642,0.00188689088431677,0.00986142473994658,0.0752832178434474,0.0673086839878176,5.35395923654442,2.96817413672071
A11,T2_pos-1_2,T2,pos-1,2,3,JU1246,0.0755501956117274,0.00188689088431677,0.00986142473994658,0.0736633047274106,0.0656887708717808,5.32335258889839,2.93756748907468
A12,T2_pos-1_3,T2,pos-1,3,3,JU1246,0.0499182068123643,0.00188689088431677,0.00986142473994658,0.0480313159280475,0.0400567820724177,4.72548320802543,2.33969810820172
A13,T2_pos-1_4,T2,pos-1,4,3,JU1246,0.0543229811205861,0.00188689088431677,0.00986142473994658,0.0524360902362694,0.0444615563806395,4.84747975168105,2.46169465185734
